"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","JS","Methods","Common","Enabled","Reference","FlushEarly","JVM","InstrumentPropertyAccessors","Dedicated","TestKIR","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4464.6781","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"247665.66","236730.5","27732.487952307816","218936","343121","239978.60652622159","255352.71347377842","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","26948.6162","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"199454.58","197075","13158.060830532742","186674","273625","195807.35161611033","203101.80838388964","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","5007.0799","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4464.6781","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"232746.46","225886.5","16388.213938382796","218436","293056","228203.87885471238","237289.0411452876","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","26948.6162","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221602.04","221109","7444.225717224028","210459","241793","219538.60590574972","223665.4740942503","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4197.5942","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4179.7341","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"235085.2","229761","15121.503170070395","219851","281597","230893.73316615008","239276.66683384994","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","20501.6996","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"211554.7","201020.5","21957.3903353002","191780","255291","205468.42191552572","217640.9780844743","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4197.5942","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4179.7341","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"229425.52","226005","11888.816849940476","217469","273737","226130.1080981679","232720.93190183208","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","20501.6996","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"223188.58","219223.5","25146.341268410142","189186","286281","216218.3698142938","230158.79018570617","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2378.6378","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4579.1579","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"240371.02","229179","21881.06089608928","217472","292905","234305.89935664122","246436.14064335875","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","19445.0509","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"203697.58","199858","11254.817129385903","188709","229893","200577.9038548243","206817.25614517566","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2378.6378","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4579.1579","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"227044.62","220868","14163.981329327957","216289","271784","223118.56467934555","230970.67532065444","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","19445.0509","50","False","500","True","True","System.String[]","True","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","ci-windows-large","2026-08-06 01:51:49","5478e2ae8251eb02063b73acfffb85aa087af517","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.37","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.79","High performance","0.24","138","True","False","7.6.4","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
