mean,median,stddev,min,max,ci95_lower,ci95_upper,executable,buildTimeMs,RepetitionCount,CleanBuild,StepCount,Reference,IOA,JVM,JS,Native,IoaKinds,CollectionTimestamp,GitCommitHash,GitBranch,OS,OSArchitecture,OSRelease,DeviceManufacturer,DeviceModel,IsVirtualMachine,HyperVEnabled,CPU,CPUCores,CPULogicalProcessors,CPUMaxClockSpeedMHz,TotalRAMGB,AvailableRAMGB,DiskSizeGB,SystemDriveFreeSpaceGB,SystemUptimeHours,TimeZone,Username,JavaVersion,JavaDistribution,NodeVersion,PythonVersion,GradleVersion,KotlinVersion,RunningProcessCount
3971669.56,3967751.0,30971.77734922224,3904475.0,4025451.0,3963084.6213146984,3980254.4986853017,commonmain_ioa_kind-timeclock-node,1464.0979159994458,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
328107.56,327177.0,3329.539829453669,324722.0,341761.0,327184.65864487813,329030.46135512186,commonmain_ioa_kind-timeclock-native,7008.207124999899,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
86167.54,86249.5,541.087046827863,84980.0,87153.0,86017.55832255051,86317.52167744948,commonmain_ioa_kind-timemonotonicfunction-jar,827.809292000893,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
803898.62,807386.5,16451.989989291724,769858.0,835060.0,799338.3610353069,808458.878964693,commonmain_ioa_kind-timemonotonicfunction-node,986.18604100011,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
212880.96,212238.5,2400.4494558736455,210160.0,225299.0,212215.5893574476,213546.33064255238,commonmain_ioa_kind-timemonotonicfunction-native,6869.749875000707,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
90221.74,90197.0,438.7502106517315,89018.0,90953.0,90100.12464631406,90343.35535368595,commonmain_ioa_kind-timemonotonicfunctioninwholemilliseconds-jar,642.8943749997416,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
860682.06,859407.0,12172.372707194647,839451.0,892052.0,857308.0504245202,864056.06957548,commonmain_ioa_kind-timemonotonicfunctioninwholemilliseconds-node,1344.5417909988464,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
220380.94,219635.0,2332.677496451016,217955.0,230348.0,219734.3547861838,221027.5252138162,commonmain_ioa_kind-timemonotonicfunctioninwholemilliseconds-native,7110.4448750011215,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
86777.12,86924.5,699.52011655805,84966.0,88109.0,86583.22291614611,86971.01708385388,commonmain_ioa_kind-timemonotonicfunctioninwholemicroseconds-jar,1012.8299169991806,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
899164.9,896964.5,13375.411165528287,873420.0,928052.0,895457.4251769691,902872.3748230309,commonmain_ioa_kind-timemonotonicfunctioninwholemicroseconds-node,1052.8644580008404,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
217089.38,215641.5,3977.806845691813,213139.0,229369.0,215986.78819562314,218191.97180437687,commonmain_ioa_kind-timemonotonicfunctioninwholemicroseconds-native,7051.363499998843,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
86171.58,86383.0,603.0310544682266,84760.0,87200.0,86004.42831963082,86338.73168036918,commonmain_ioa_kind-timemonotonicfunctioninwholenanoseconds-jar,1021.0729580012412,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
820963.62,823116.5,10840.745301379779,789073.0,836102.0,817958.7187098371,823968.5212901629,commonmain_ioa_kind-timemonotonicfunctioninwholenanoseconds-node,934.5262920014648,50,True,500,True,True,True,True,True,"['None', 'TryFinally', 'TimeClock', 'TimeMonotonicFunction', 'TimeMonotonicFunctionInWholeMilliseconds', 'TimeMonotonicFunctionInWholeMicroseconds', 'TimeMonotonicFunctionInWholeNanoseconds', 'TimeMonotonicGlobal', 'TimeMonotonicGlobalInWholeMilliseconds', 'TimeMonotonicGlobalInWholeMicroseconds', 'TimeMonotonicGlobalInWholeNanoseconds', 'IncrementIntCounter', 'IncrementAtomicIntCounter', 'RandomValue', 'StandardOut', 'AppendToStringBuilder', 'FileEagerFlush', 'FileLazyFlush', 'AddToList', 'AddDuplicatesToSet', 'AddUniqueToSet']",2026-04-10T12:29:56.567040,8e601992660f048cf6c94e585639253f7b7a0477,BSC_IOA,Darwin,arm64,25.0.0,Apple Inc.,Mac Studio,False,False,Apple M4 Max,14,14,4,36.0,23.31,994.66,716.76,2.79,CEST,lian,21.0.8,OpenJDK,v24.11.1,Python 3.12.12,9.0.0,2.2.0,696
