"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","Dedicated","Reference","JS","Native","Methods","FlushEarly","Enabled","JVM","CILabel","InstrumentPropertyAccessors","TestKIR","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
"248285.14","248167.5","15837.554589903182","218536","295327","243895.1938388104","252675.08616118963","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","28006.4064","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"196967.1","189585","16023.932256128006","180493","234957","192525.49258544386","201408.70741455615","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","3685.9251","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","5194.5896","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"257440.38","254834.5","16216.80175933691","229194","298956","252945.31188667146","261935.44811332854","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","21663.3355","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"195381.4","192765","9267.178955643318","186510","234610","192812.66904785417","197950.13095214582","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","3685.9251","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","5194.5896","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"254139.74","251658.5","15635.688217442212","226550","287223","249805.74834250778","258473.7316574922","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","21663.3355","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221992","220513","13435.347951260084","182791","259893","218267.91154757678","225716.08845242322","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4333.7479","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4963.1543","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"242720.48","245516","16431.443919360896","217925","276166","238165.9161153339","247275.0438846661","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","27542.1574","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"228359.42","228695","8848.63766774875","208694","246359","225906.70277394188","230812.13722605814","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4333.7479","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4963.1543","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"259253","260133","19060.110593507445","224904","309173","253969.8068872728","264536.1931127272","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","27542.1574","50","False","500","True","False","True","True","True","System.String[]","System.Boolean[]","System.Boolean[]","True","ci-windows-large","System.Boolean[]","System.Boolean[]","2026-09-18 02:27:28","fee381bf1f7484d1f409bd38560067d0add93b09","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.62","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.39","High performance","0.14","138","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
