"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Enabled","CILabel","JVM","Methods","Reference","Dedicated","FlushEarly","Common","TestKIR","Native","InstrumentPropertyAccessors","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","TimeZone","Username","CPU","CPUCores","CPULogicalProcessors","TotalRAMGB","AvailableRAMGB","DiskSizeGB","SystemDriveFreeSpaceGB","SystemUptimeHours","RunningProcessCount","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","3750.7535","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"143674.46","143389","2798.752814146665","137792","150843","142898.68529925076","144450.23470074922","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-linux-exe","14580.5313","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"143377.28","143275.5","5274.728262814171","133535","156383","141915.19991956753","144839.36008043247","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","2096.3049","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","3750.7535","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"144075.76","144053","3677.43474010826","137323","155134","143056.4270954962","145095.0929045038","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-linux-exe","14580.5313","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"141646.12","141429","4860.905461297664","130037","152244","140298.745747959","142993.49425204098","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","1605.4816","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","3045.3965","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"144600.66","143506","4161.0269857234","139031","159866","143447.28216386435","145754.03783613566","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-linux-exe","13906.3001","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"143256.16","142815.5","4605.264114653391","136402","152432","141979.64591402642","144532.6740859736","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","1605.4816","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","3045.3965","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"144689.58","143725","5638.82401291009","137357","173571","143126.57772660104","146252.58227339893","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-linux-exe","13906.3001","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"142014.84","141445","4817.1012299506265","134859","155221","140679.60766141882","143350.07233858117","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1427.9956","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","2744.4703","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"144189","143404.5","3541.2700996065446","139806","158730","143207.4100082336","145170.5899917664","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","13655.125","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"143420.42","143125","4781.458090693803","135209","154751","142095.06743556357","144745.77256443645","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","1427.9956","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","2744.4703","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
"144085.36","143936.5","3337.3379759494364","138050","151477","143160.29710894913","145010.42289105084","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-linux-exe","13655.125","50","False","500","True","System.Boolean[]","ci-linux-large","True","System.String[]","True","False","System.Boolean[]","True","System.Boolean[]","True","System.Boolean[]","2026-06-05 04:02:33","1b11e06fda3e972494bd3d7e71340cc1ee767b24","main","Microsoft Corporation","Virtual Machine","True","Ubuntu 24.04.4 LTS","x86_64","Etc/UTC","runner","AMD EPYC 9V74 80-Core Processor","2","4","15.61","14.05","145","86","0.08","174","7.4.16","21.0.11","""21.0.11""","v22.22.3","Python 3.12.3","System.Object[]","Kotlin:        2.2.0"
