"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","JS","Enabled","Common","Native","Methods","Reference","CILabel","TestKIR","JVM","InstrumentPropertyAccessors","Dedicated","FlushEarly","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","5496.7172","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221611.1","219404.5","6669.083666365238","215434","247361","219762.5243203634","223459.67567963662","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","29974.6098","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"185192.86","184876","2817.106961593973","179246","192794","184411.99778913858","185973.7222108614","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","3604.87","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","5496.7172","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221028.7","219628.5","4223.8978190427715","216428","233269","219857.8952579734","222199.50474202662","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","29974.6098","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"186947.44","186001.5","5363.623102161525","182040","217909","185460.71952723124","188434.16047276877","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4580.4924","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4172.3148","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221270.22","219096","5584.184844646859","215120","242833","219722.36293134882","222818.07706865118","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","23243.8152","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"189861.32","186419","10682.531159661687","180411","227600","186900.2734324925","192822.3665675075","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4580.4924","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4172.3148","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"237552.36","235221","10744.100467109702","223212","266056","234574.2472911672","240530.47270883276","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","23243.8152","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"207310.76","205306.5","9278.92769702031","193792","244912","204738.77246289255","209882.74753710747","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3851.2811","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5857.6243","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"235631.08","232409","16480.00093228648","216770","308472","231063.05679803327","240199.1032019667","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","24736.0031","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"189404.06","188105","3194.5123188853418","185446","197814","188518.586361279","190289.53363872098","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","3851.2811","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5857.6243","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"222594.34","220426.5","8000.583485379714","216436","267922","220376.69140030324","224811.98859969675","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","24736.0031","50","False","500","True","System.Boolean[]","True","True","System.String[]","True","ci-windows-large","System.Boolean[]","True","System.Boolean[]","False","System.Boolean[]","2026-07-18 01:47:20","c45248fe28649d599d201768b5db1a3a764361bb","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.35","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.66","High performance","0.08","142","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
