"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","TestKIR","JS","Enabled","FlushEarly","Methods","Reference","JVM","Dedicated","InstrumentPropertyAccessors","Native","CILabel","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4956.0482","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"220938.7","219345.5","5557.8337809559125","215864","243988","219398.14707355315","222479.25292644688","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","24728.4358","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"188706.76","188030.5","3809.8819177159257","184868","209887","187650.71461090152","189762.8053890985","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","3503.0516","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4956.0482","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"220835.7","218767.5","6545.100149683559","216069","253913","219021.49079784058","222649.90920215944","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","24728.4358","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"190078.48","188973.5","5672.242745589963","184864","217004","188506.21452650242","191650.7454734976","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","5655.3452","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","5312.1807","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"224032.08","218819","22238.914401305014","215588","349243","217867.76742567914","230196.39257432084","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","21959.6517","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"188104.7","187876","2213.0326984682797","183771","196830","187491.27863219482","188718.1213678052","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","5655.3452","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","5312.1807","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"220215.08","218135.5","6910.016872420998","215315","257111","218299.72104286787","222130.4389571321","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","21959.6517","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"188278.48","187445","3217.5155787644344","183680","199098","187386.63018294747","189170.32981705255","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2345.1679","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3459.5984","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221022.4","219905.5","4378.4883003062105","216219","235558","219808.74496275093","222236.05503724905","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","19093.1306","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"188862.3","188448","2951.049922122149","182482","195375","188044.31069467138","189680.2893053286","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2345.1679","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3459.5984","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"219923.02","218634","3996.7645153834837","215943","231985","218815.1733976797","221030.86660232028","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","19093.1306","50","False","500","System.Boolean[]","True","System.Boolean[]","System.Boolean[]","System.String[]","True","True","False","System.Boolean[]","True","ci-windows-large","True","2026-06-30 02:38:10","f86262f694cc4c05b21e9c8ffc7641598201c571","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.57","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.69","High performance","1.28","131","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.0","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
