"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Common","TestKIR","Reference","CILabel","JS","JVM","Native","FlushEarly","InstrumentPropertyAccessors","Methods","Dedicated","Enabled","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","5208.7889","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"276070.1","266331","31316.859436236253","236133","347636","267389.50944025116","284750.6905597488","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","31233.027","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"204569.64","206139.5","9974.938953851357","176286","225965","201804.72798533348","207334.55201466655","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","4113.3449","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","5208.7889","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"249598.86","247888.5","19429.67840755004","225433","314666","244213.22791556502","254984.49208443495","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","31233.027","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"203297.42","207250","13887.937668982784","179731","240866","199447.88007824594","207146.95992175408","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4779.9523","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4757.0818","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"261030.4","257303","16139.677857594892","235773","304850","256556.70954156548","265504.0904584345","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","28165.8042","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"205806.64","205487.5","5157.752531275376","196831","225227","204376.98393810564","207236.2960618944","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4779.9523","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4757.0818","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"258710.32","256023","12914.428993263342","238397","299329","255130.62291601484","262290.01708398515","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","28165.8042","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"207233.78","206483","4092.578685566232","200888","221492","206099.37506468745","208368.18493531254","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2736.5305","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5157.6255","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"262630.08","261992","14242.505203905148","234296","310408","258682.25897177972","266577.9010282203","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","31850.7459","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"217742.32","213377.5","16989.331749167337","196976","276421","213033.11749843566","222451.52250156435","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2736.5305","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","5157.6255","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"295471.18","296776.5","12496.380048393117","266239","325287","292007.3601715788","298934.99982842116","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","31850.7459","50","False","500","True","System.Boolean[]","True","ci-windows-large","True","True","True","System.Boolean[]","System.Boolean[]","System.String[]","False","System.Boolean[]","2026-07-03 02:10:10","d25e7f7800393a86af303dc41abfffe19a74b261","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 9V74 80-Core Processor","2","4","2596","15.99","12.42","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.71","High performance","0.23","139","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
