"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Dedicated","Methods","TestKIR","JVM","FlushEarly","Common","Reference","Enabled","Native","InstrumentPropertyAccessors","JS","CILabel","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4857.8222","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"225322.5","222332.5","6545.886086945396","217455","241565","223508.07294714614","227136.92705285386","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","22804.3677","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"197989.06","194637","13387.444003823515","187905","265998","194278.24984435935","201699.87015564064","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","3064.9297","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4857.8222","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"265310.54","249241.5","50897.08683344283","220892","512842","251202.58730491332","279418.49269508664","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","22804.3677","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"216642.4","200366.5","31614.64414424662","192251","371791","207879.26773039502","225405.53226960497","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4199.6169","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4783.785","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"228671.9","226381","8778.967321655427","220598","276899","226238.4944086166","231105.3055913834","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","27007.4938","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"221720.62","203045","29743.616115532477","192670","292068","213476.11024029742","229965.12975970257","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","4199.6169","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4783.785","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"231494.04","225858","12430.05252088006","219655","266331","228048.60522421647","234939.47477578354","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","27007.4938","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"211922.54","194682.5","28112.866440809183","184859","288372","204130.05098843595","219715.02901156407","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4598.4491","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4910.4627","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"237164.42","225842","23023.70526758392","214547","293624","230782.5744958824","243546.26550411762","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","27351.9075","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"184721.4","184014","4521.104190575663","179307","209211","183468.21385481005","185974.58614518994","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","4598.4491","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","4910.4627","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"218947.1","217918.5","4109.707111317828","213729","236818","217807.94730729546","220086.25269270455","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","27351.9075","50","False","500","False","System.String[]","System.Boolean[]","True","System.Boolean[]","True","True","System.Boolean[]","True","System.Boolean[]","True","ci-windows-large","2026-07-12 01:57:35","d352a42e5c99a02fe21d94f9438304815f3d88db","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","16","12.48","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","30.39","High performance","0.12","135","True","False","7.6.3","21.0.11","""21.0.11""","v22.23.1","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
