"mean","median","stddev","min","max","ci95_lower","ci95_upper","executable","buildTimeMs","RepetitionCount","CleanBuild","StepCount","Native","Dedicated","Enabled","CILabel","JS","InstrumentPropertyAccessors","FlushEarly","JVM","Reference","Methods","TestKIR","Common","CollectionTimestamp","GitCommitHash","GitBranch","DeviceManufacturer","DeviceModel","IsVirtualMachine","OS","OSArchitecture","WindowsBuildNumber","TimeZone","Username","BIOSVersion","BIOSManufacturer","SecureBootEnabled","HyperVEnabled","CPU","CPUCores","CPULogicalProcessors","CPUMaxClockSpeedMHz","TotalRAMGB","AvailableRAMGB","RAMModuleCount","RAMManufacturer","RAMPartNumber","RAMModuleCapacitiesGB","DiskModel","DiskSizeGB","DiskMediaType","DiskInterfaceType","SystemDriveFreeSpaceGB","PowerPlan","SystemUptimeHours","RunningProcessCount","WindowsDefenderEnabled","WindowsDefenderRealTimeProtection","PowerShellVersion","JavaVersion","JavaDistribution","NodeVersion","PythonVersion","GradleVersion","KotlinVersion"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4042.308","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"255231.12","254012.5","18611.76532508183","224340","295997","250072.20185528253","260390.03814471746","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","20233.3564","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"245270.04","244161.5","13923.389710080499","221628","286627","241410.67327380844","249129.40672619158","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-jar","2271.473","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-node","4042.308","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"263298.82","267650.5","18499.72667386616","223394","302468","258170.95738497414","268426.68261502584","commonmain-k-perf-enabled-true-flushEarly-true-propAccessors-false-testKIR-false-win-exe","20233.3564","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"212036.04","213587","18588.412200099727","182158","268841","206883.59501127296","217188.48498872705","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","2360.2384","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4739.8712","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"360199.2","221530","671330.6461484397","214162","4798067","174115.83869451596","546282.561305484","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","21351.7082","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"258372.42","227995.5","56254.09970260489","207296","460777","242779.57909525163","273965.2609047484","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-jar","2360.2384","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-node","4739.8712","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"253241.3","251716","14069.71613546816","225500","286026","249341.37365800634","257141.22634199364","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-true-testKIR-false-win-exe","21351.7082","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"219107.2","218211","7935.424945220293","203996","240827","216907.61242617804","221306.787573822","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2042.4571","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3816.7585","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"253813.58","253426.5","17434.81751903474","226022","303433","248980.89514298787","258646.2648570121","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","20867.292","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"219222.38","219540.5","6648.520295370932","205049","238532","217379.50419600043","221065.25580399958","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-jar","2042.4571","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
,,,,,,,"commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-node","3816.7585","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
"256019.58","251359","20056.417354695084","230822","326704","250460.22474261752","261578.93525738246","commonmain-k-perf-enabled-true-flushEarly-false-propAccessors-false-testKIR-false-win-exe","20867.292","50","False","500","True","False","System.Boolean[]","ci-windows-large","True","System.Boolean[]","System.Boolean[]","True","True","System.String[]","System.Boolean[]","True","2026-09-05 02:13:32","a8cb27c525f15366feaa2ec0ddf196e5ba370c51","main","Microsoft Corporation","Virtual Machine","True","Microsoft Windows Server 2025 Datacenter 10.0.26100","64-bit","26100","UTC","runneradmin","Hyper-V UEFI Release v4.1","Microsoft Corporation","False","True","AMD EPYC 7763 64-Core Processor","2","4","2445","15.99","12.46","2","Microsoft Corporation","None","1 + 15","Microsoft Virtual Disk","150","Fixed hard disk media","SCSI","29.4","High performance","0.25","136","True","False","7.6.5","21.0.12.1","""21.0.12.1""","v22.23.2","Python 3.12.10","System.Object[]","Kotlin:        2.2.0"
